language,type,license,rightsHolder,datasetID,datasetName,basisOfRecord,collectionCode,occurrenceID,recorderdedBy,organismQuantity,organismQuantityType,occurrenceStatus,eventID,scientificName,kingdom,taxonRank
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Hepatica nobilis,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Hepatica nobilis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Gnaphalium uliginosum,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Gnaphalium uliginosum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Oxalis acetosella,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Oxalis acetosella,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Ranunculus auricomus,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Ranunculus auricomus,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Lotus corniculatus,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Lotus corniculatus,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Lonicera xylosteum,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Lonicera xylosteum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Trifolium repens,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Trifolium repens,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Cirsium palustre,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Cirsium palustre,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Agrostis capillaris,Thomas Vanneste,3,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Agrostis capillaris,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Plantago major,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Plantago major,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Ribes alpinum,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Ribes alpinum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P2:HERB:Lolium perenne,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P2,Lolium perenne,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Anemone nemorosa,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Anemone nemorosa,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Hieracium spec.,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Hieracium spec.,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Ranunculus auricomus,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Ranunculus auricomus,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Trifolium repens,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Trifolium repens,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Phleum pratense,Sanne Govaert,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Phleum pratense,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Calamagrostis canescens,Sanne Govaert,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Calamagrostis canescens,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Carex pallescens,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Carex pallescens,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Oxalis acetosella,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Oxalis acetosella,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Agrostis capillaris,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Agrostis capillaris,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Convallaria majalis,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Convallaria majalis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Populus tremula,Sanne Govaert,3,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Populus tremula,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Veronica chamaedrys,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Veronica chamaedrys,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Senecio spec.,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Senecio spec.,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Milium effusum,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Milium effusum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Viola spec.,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Viola spec.,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Equisetum palustre,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Equisetum palustre,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P3:HERB:Poa nemoralis,Sanne Govaert,6,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P3,Poa nemoralis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Viola spec.,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Viola spec.,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Deschampsia cespitosa,Thomas Vanneste,20,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Deschampsia cespitosa,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Equisetum palustre,Thomas Vanneste,2,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Equisetum palustre,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Oxalis acetosella,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Oxalis acetosella,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Convallaria majalis,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Convallaria majalis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Poa nemoralis,Thomas Vanneste,7,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Poa nemoralis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Ranunculus repens,Thomas Vanneste,2,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Ranunculus repens,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Juncus effusus,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Juncus effusus,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Taraxacum officinale,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Taraxacum officinale,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Veronica chamaedrys,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Veronica chamaedrys,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Trifolium repens,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Trifolium repens,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Milium effusum,Thomas Vanneste,2,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Milium effusum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Paris quadrifolia,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Paris quadrifolia,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Rubus saxatilis,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Rubus saxatilis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Cirsium palustre,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Cirsium palustre,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Galium palustre,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Galium palustre,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Moehringia trinervia,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Moehringia trinervia,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Gnaphalium uliginosum,Thomas Vanneste,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Gnaphalium uliginosum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Scrophularia nodosa,Thomas Vanneste,4,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Scrophularia nodosa,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Carex pallescens,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Carex pallescens,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Anthriscus sylvestris,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Anthriscus sylvestris,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Urtica dioica,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Urtica dioica,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Ranunculus auricomus,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Ranunculus auricomus,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Veronica officinalis,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Veronica officinalis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Angelica archangelica,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Angelica archangelica,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Alchemilla spec.,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Alchemilla spec.,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Prunella vulgaris,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Prunella vulgaris,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Stellaria graminea,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Stellaria graminea,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P4:HERB:Matricaria spec.,Thomas Vanneste,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P4,Matricaria spec.,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P5:HERB:Lathyrus vernus,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P5,Lathyrus vernus,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P5:HERB:Lonicera xylosteum,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P5,Lonicera xylosteum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P5:HERB:Convallaria majalis,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P5,Convallaria majalis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P5:HERB:Anemone nemorosa,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P5,Anemone nemorosa,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P5:HERB:Veronica chamaedrys,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P5,Veronica chamaedrys,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P5:HERB:Populus tremula,Sanne Govaert,1,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P5,Populus tremula,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P5:HERB:Oxalis acetosella,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P5,Oxalis acetosella,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:CSLOT2P5:HERB:Viola riviniana,Sanne Govaert,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:CSLOT2P5,Viola riviniana,Plantae,species
