Occurrence_id,Period,Region,Forest type,Transect,Plot number,fullplotID,LAT,LON,Date,Observers,Time lamps on,Time lamps of,Forest affinity,Species (Dutch name),Species (English name),Species (French name),Species (Scientific name),Amount,Rarity,Family,"Remarks (Wind, rain, moon, cloudiness)",Minimum Temperature,Maximum Temperature,Average Temperature
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P4:2:3162768530c04588dd8754c90dd11a5d,2,B_HIGH,Open,BeHiT3,4,BeHiT3P4,50.5191245,5.8926399,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,wg,dennenbandspanner,Banded Pine Carpet,Phalène du sapin,Pungeleria capreolaria,1,fairly common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P4:3:62d270315bce936e51467470ee77be0f,3,B_HIGH,Open,BeHiT3,4,BeHiT3P4,50.5191245,5.8926399,2020-09-13,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:56:00Z,1899-12-31T06:39:00Z,mm,appeltak,Light Emerald,Céladon,Campaea margaritaria,2,common,Geometridae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P4:3:63e74747ecfad0cf29c4b342a83e69ea,3,B_HIGH,Open,BeHiT3,4,BeHiT3P4,50.5191245,5.8926399,2020-09-13,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:56:00Z,1899-12-31T06:39:00Z,w,eiken-orvlinder,Oak Lutestring,Cymatophore délayée,Cymatophorina diluta,13,rare,Drepanidae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P4:3:f7a6b9249ecb6224fcf8a63a7f62495c,3,B_HIGH,Open,BeHiT3,4,BeHiT3P4,50.5191245,5.8926399,2020-09-13,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:56:00Z,1899-12-31T06:39:00Z,mm,huismoeder,Large Yellow Underwing,Hibou,Noctua pronuba,7,common,Noctuidae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P4:3:6869760ccaca20048c2c9bfe3c835a8e,3,B_HIGH,Open,BeHiT3,4,BeHiT3P4,50.5191245,5.8926399,2020-09-13,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:56:00Z,1899-12-31T06:39:00Z,mm,vierkantvlekuil,Square-spot Rustic,Trimaculée,Xestia xanthographa,2,common,Noctuidae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P4:3:ea97b02d581b34872261ba8db2d9d749,3,B_HIGH,Open,BeHiT3,4,BeHiT3P4,50.5191245,5.8926399,2020-09-13,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:56:00Z,1899-12-31T06:39:00Z,mo,maansikkeluil,Lunar Underwing,Omphaloscélis à lunule,Agrochola lunosa,2,fairly common,Noctuidae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P4:3:51c6f0b0b2e5e6c9a8f8dad27e80e3df,3,B_HIGH,Open,BeHiT3,4,BeHiT3P4,50.5191245,5.8926399,2020-09-13,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:56:00Z,1899-12-31T06:39:00Z,mm,bruine snuituil,Snout,Hypène proboscidale,Hypena proboscidalis,1,common,Erebidae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P4:4:ea97b02d581b34872261ba8db2d9d749,4,B_HIGH,Open,BeHiT3,4,BeHiT3P4,50.5191245,5.8926399,2020-10-12,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T17:52:00Z,1899-12-31T07:25:00Z,mo,maansikkeluil,Lunar Underwing,Omphaloscélis à lunule,Agrochola lunosa,1,fairly common,Noctuidae,Rain (whole night),,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P4:4:203d808df597cc2ddd6cfe1732595bf2,4,B_HIGH,Open,BeHiT3,4,BeHiT3P4,50.5191245,5.8926399,2020-10-12,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T17:52:00Z,1899-12-31T07:25:00Z,mm,bosbesuil,Chestnut,Conistre polie,Conistra vaccinii,1,common,Noctuidae,Rain (whole night),,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P4:4:8c09fa77750f7b5763eedfe941fb41b8,4,B_HIGH,Open,BeHiT3,4,BeHiT3P4,50.5191245,5.8926399,2020-10-12,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T17:52:00Z,1899-12-31T07:25:00Z,mm,wachtervlinder,Satellite,Satellite,Eupsilia transversa,1,common,Noctuidae,Rain (whole night),,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P4:4:2e79483f00181f16726bf9f42330ba1f,4,B_HIGH,Open,BeHiT3,4,BeHiT3P4,50.5191245,5.8926399,2020-10-12,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T17:52:00Z,1899-12-31T07:25:00Z,wl,papegaaitje,Red green Carpet,Cidarie à bandes vertes,Chloroclysta siterata,1,fairly common,Geometridae,Rain (whole night),,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:7ae407e625687a295d4837210eda299e,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,maansnuituil,Jubilee Fan-foot,Herminie plumeuse,Zanclognatha lunalis,23,rare,Erebidae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:6cd8ecc585b7bca2e166a621b996047e,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,plat beertje,Common Footman,Lithosie complanule,Eilema lurideola,26,fairly common,Erebidae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:1a599ee75d4235cb20f5e2b2e2c9b5e4,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,halvemaanvlinder,Purple Thorn,Ennomos illustre,Selenia tetralunaria,4,common,Geometridae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:62d270315bce936e51467470ee77be0f,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,appeltak,Light Emerald,Céladon,Campaea margaritaria,1,common,Geometridae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:a6bf5f4a909543145497bbc0e3b5d93d,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,w,eekhoorn,Lobster Moth,Staurope du hêtre,Stauropus fagi,1,fairly common,Notodontidae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:6907edec3d553bb78cf3119222c3685c,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mo,gewone stofuil,The Uncertain,Noctuelle de la morgeline,Hoplodrina octogenaria,3,common,Noctuidae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:c8fe2bcc91ce62bbe8a385c4f7a6f298,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,w,nonvlinder,Black Arches,Cul noir,Lymantria monacha,2,fairly common,Erebidae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:0638d2f4f0ce3f46cdac0404ee9b8b28,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,w,grote spikkelspanner,Great Oak Beauty,Boarmie du chêne,Hypomecis roboraria,8,fairly common,Geometridae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:d3f50fcde8700253f1e0cbf7be5db2ed,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,ringspikkelspanner,Pale Oak Beauty,Boarmie apparentée,Hypomecis punctinalis,1,common,Geometridae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:a178d0e099d1cf2777932e4b9c776e90,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,bruine breedvleugeluil,Purple Clay,Noctuelle brune,Diarsia brunnea,1,fairly common,Noctuidae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:87e7f9e3d29efe6a2051e159e090a1e1,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,wl,schaduwsnuituil,Shaded Fan-foot,Herminie des ronces,Herminia tarsicrinalis,1,fairly common,Erebidae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:4f6b81e409a8547eaac81b92b0f054a2,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,kleine zomervlinder,Common Emerald,Phalène sillonnée,Hemithea aestivaria,1,common,Geometridae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:9106bed920bd2d4bae6b47b3cfce087c,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,witte grijsbandspanner,Common White Wave,Cabère virginale,Cabera pusaria,1,common,Geometridae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:6c6bf343f4b6d37bb31d1c7322215ed2,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,gele tijger,Buff Ermine,Écaille lièvre,Spilosoma lutea,1,fairly common,Erebidae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:c33fb61c25e0423103210f8294b7a7ad,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,grijze stipspanner,Riband Wave,Impolie,Idaea aversata,1,fairly common,Geometridae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:02b868e5cb3002cb02ec9d0db2d0866a,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,w,geelblad,August Thorn,Ennomos du chêne,Ennomos quercinaria,2,fairly common,Geometridae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:f7a6b9249ecb6224fcf8a63a7f62495c,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,huismoeder,Large Yellow Underwing,Hibou,Noctua pronuba,1,common,Noctuidae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:60820e229871e6e6f5dc23f37a860c1a,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,geveerde spikkelspanner,Feathered Beauty,"La Boarmie des Résineux, la Boarmie seconde",Peribatodes secundaria,1,fairly common,Geometridae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:0068568d852c3e98379d3c2ce029cf25,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,taxusspikkelspanner,Willow Beauty,Boarmie rhomboïdale,Peribatodes rhomboidaria,1,common,Geometridae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:4bcd59fa9d91e2fa82e30f04e64e19d4,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,variabele breedvleugeluil,Ingrailed Clay,Noctuelle de la primevère,Diarsia mendica,1,fairly common,Noctuidae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:912b2bf1927ec338045a5f015cf2851e,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mm,variabele spikkelspanner,Mottled Beauty,Boarmie recourbée,Alcis repandata,1,common,Geometridae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:1:16650b213ea6c72e8b72978118a16eff,1,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-02,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:51:00Z,1899-12-31T05:00:00Z,mo,donker halmuiltje,Tawny Marbled Minor,Trompeuse,Oligia latruncula,1,fairly common,Noctuidae,Cloudy,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:1a599ee75d4235cb20f5e2b2e2c9b5e4,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,halvemaanvlinder,Purple Thorn,Ennomos illustre,Selenia tetralunaria,12,common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:088bb9ed315ed97c72019864cbcc2996,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,wl,rozenblaadje,Rosy Footman,Rosette,Miltochrista miniata,1,common,Erebidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:4c210ca94d6991d22db9f496542bf3fb,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,peper-en-zoutvlinder,Peppered Moth,Phalène du bouleau,Biston betularia,1,common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:c8fe2bcc91ce62bbe8a385c4f7a6f298,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,w,nonvlinder,Black Arches,Cul noir,Lymantria monacha,8,fairly common,Erebidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:498b17f2c247d1cc1b1df6815eaf8dc9,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,w,glad beertje,Dingy Footman,Lithosie grise,Eilema griseola,4,common,Erebidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:6907edec3d553bb78cf3119222c3685c,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mo,gewone stofuil,The Uncertain,Noctuelle de la morgeline,Hoplodrina octogenaria,2,common,Noctuidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:f7a6b9249ecb6224fcf8a63a7f62495c,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,huismoeder,Large Yellow Underwing,Hibou,Noctua pronuba,1,common,Noctuidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:c33fb61c25e0423103210f8294b7a7ad,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,grijze stipspanner,Riband Wave,Impolie,Idaea aversata,2,fairly common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:7ae407e625687a295d4837210eda299e,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,maansnuituil,Jubilee Fan-foot,Herminie plumeuse,Zanclognatha lunalis,2,rare,Erebidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:7f8f47f50182c309d6c7145c23d90009,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,wl,zomervlinder,Large Emerald,Grande naïade,Geometra papilionaria,1,common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:78ea57703c7f9aef447f7dd54c7bebab,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,gerande spanner,Clouded Border,Bordure entrecoupée,Lomaspilis marginata,1,common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:912b2bf1927ec338045a5f015cf2851e,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,variabele spikkelspanner,Mottled Beauty,Boarmie recourbée,Alcis repandata,1,common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:6cd8ecc585b7bca2e166a621b996047e,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,plat beertje,Common Footman,Lithosie complanule,Eilema lurideola,2,fairly common,Erebidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:0068568d852c3e98379d3c2ce029cf25,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,taxusspikkelspanner,Willow Beauty,Boarmie rhomboïdale,Peribatodes rhomboidaria,2,common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:3eac947f3b3030a4496fc61eea4dd319,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,wl,hazelaaruil,Nut-tree Tussock,Noctuelle du coudrier,Colocasia coryli,1,fairly common,Noctuidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:15536dc8e942e3950c2a575c9394ca0f,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,gewone bandspanner,Common Carpet,Alternée,Epirrhoe alternata,1,common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:6b76f49da72774622ea6944ca013fe88,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,wl,geelbruine oogspanner,Jersey Mocha,Trois Cerceaux,Cyclophora ruficiliaria,1,very rare,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:447c9193cfd3df80afa7ae64b2770c21,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,wortelhoutspanner,Phoenix,Cidarie du prunier,Eulithis prunata,1,fairly common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:dd47f6f3d3fe5c449c4ff66073a5b3d5,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,hyena,Dun bar,Trapèze,Cosmia trapezina,3,common,Noctuidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:f75717dd44161af9caec72ce4df79dc7,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,trapeziumuil,Triple-spotted Clay,Double trapèze,Xestia ditrapezium,1,rare,Noctuidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:a8ac205ac7f564b2f81abdebb730205e,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,witvlakvlinder,Vapourer,Bombyx antique,Orgyia antiqua,1,fairly common,Erebidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:8c76623cc5efd03ae61957555936c986,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,wl,klaverblaadje,Peacock Moth,Philobie tachetée,Macaria notata,1,common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:02b868e5cb3002cb02ec9d0db2d0866a,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,w,geelblad,August Thorn,Ennomos du chêne,Ennomos quercinaria,4,fairly common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:1ebe40c41dd606ede83835c6a5ab246b,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,herculesje,Early Thorn,Ennomos illunaire,Selenia dentaria,3,common,Geometridae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:2:37076db0dd953e78972ca78c859c5640,2,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-07-29,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:26:00Z,1899-12-31T05:30:00Z,mm,halmrupsvlinder,Common Rustic,Hiéroglyphe,Mesapamea secalis,1,fairly common,Noctuidae,"Cloudy, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:3:63e74747ecfad0cf29c4b342a83e69ea,3,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-09-13,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:56:00Z,1899-12-31T06:39:00Z,w,eiken-orvlinder,Oak Lutestring,Cymatophore délayée,Cymatophorina diluta,21,rare,Drepanidae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:3:f7a6b9249ecb6224fcf8a63a7f62495c,3,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-09-13,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:56:00Z,1899-12-31T06:39:00Z,mm,huismoeder,Large Yellow Underwing,Hibou,Noctua pronuba,31,common,Noctuidae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT3P5:3:62d270315bce936e51467470ee77be0f,3,B_HIGH,Open,BeHiT3,5,BeHiT3P5,50.5193993,5.8921311,2020-09-13,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:56:00Z,1899-12-31T06:39:00Z,mm,appeltak,Light Emerald,Céladon,Campaea margaritaria,2,common,Geometridae,Clear sky,,,
