Occurrence_id,Period,Region,Forest type,Transect,Plot number,fullplotID,LAT,LON,Date,Observers,Time lamps on,Time lamps of,Forest affinity,Species (Dutch name),Species (English name),Species (French name),Species (Scientific name),Amount,Rarity,Family,"Remarks (Wind, rain, moon, cloudiness)",Minimum Temperature,Maximum Temperature,Average Temperature
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:6cd8ecc585b7bca2e166a621b996047e,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,plat beertje,Common Footman,Lithosie complanule,Eilema lurideola,1,fairly common,Erebidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:80c09c2b009408578d0f813af74766ab,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,w,rode dennenspanner,Barred Red,Bilieuse,Hylaea fasciaria,3,fairly common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:556767f987696b047fab40d70929c21c,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,o,witstipgrasuil,White point,Point blanc,Mythimna albipuncta,1,fairly common,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:9a7e398a2b699422a9947f539b99d81b,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,houtspaander,Flame,Noctuelle putride,Axylia putris,1,common,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:27b2a20b859993723868ae050cbe4ac4,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mo,graswortelvlinder,Dark Arches,Monoglyphe,Apamea monoglypha,2,common,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:7fd45e413d9f00b5015c381a9d9b3497,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,gekraagde grasuil,The Clay,Argentée,Mythimna ferrago,5,common,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:f75717dd44161af9caec72ce4df79dc7,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,trapeziumuil,Triple-spotted Clay,Double trapèze,Xestia ditrapezium,2,rare,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:0e15885f8797803656b03973d9beaa3b,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,w,gele oogspanner,Clay Triple-lines,Phalène trilignée,Cyclophora linearia,1,common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:d606918d87977732aa9bd4841b6ba30f,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,gele agaatspanner,Barred Straw,Cidarie pyrale,Gandaritis pyraliata,2,common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:a37cfe89c4c9ace9f2ea6b97fc1101bf,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,zwarte-w-vlinder,V-Moth,Damas cendré,Macaria wauaria,1,fairly common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:7c285e38f6bc7fd1352237ffe52d0397,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,stompvleugelgrasuil,Smoky Wainscot,Leucanie souillée,Mythimna impura,2,common,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:d6608352223b17208326ad1458e2ca27,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,wl,blauwbandspanner,Blauwbandspanner,Lynx,Cosmorhoe ocellata,1,fairly common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:bacd5b4ec270f514a2d7c5f1111349a7,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,zwartkamdwergspanner,Double-striped Pug,Fausse eupithécie,Gymnoscelis rufifasciata,2,common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:a178d0e099d1cf2777932e4b9c776e90,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,bruine breedvleugeluil,Purple Clay,Noctuelle brune,Diarsia brunnea,2,fairly common,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:70e5609fcc774d695c5b8b95c50c215b,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,populierenuil,Suspected,Xanthie falote,Parastichtis suspecta,1,fairly common,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:7251ec7b8d42f11970965dba31ebf962,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,gerimpelde spanner,Tawny barred Angle,Philobie effacée,Macaria liturata,1,common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:e8519d57dfb2a2d6d792c1213725324e,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,wl,witte schaduwspanner,Witte schaduwspanner,Phalène satinée,Lomographa temerata,1,fairly common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:1:9747d5cc98e3a76abac11fa211465026,1,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mo,gelobd halmuiltje,Marbled Minor,Noctuelle du dactyle,Oligia strigilis,2,common,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:2:dd47f6f3d3fe5c449c4ff66073a5b3d5,2,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-30,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:25:00Z,1899-12-31T05:31:00Z,mm,hyena,Dun bar,Trapèze,Cosmia trapezina,1,common,Noctuidae,"Clear sky, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:2:6907edec3d553bb78cf3119222c3685c,2,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-30,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:25:00Z,1899-12-31T05:31:00Z,mo,gewone stofuil,The Uncertain,Noctuelle de la morgeline,Hoplodrina octogenaria,1,common,Noctuidae,"Clear sky, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:2:f7a6b9249ecb6224fcf8a63a7f62495c,2,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-30,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:25:00Z,1899-12-31T05:31:00Z,mm,huismoeder,Large Yellow Underwing,Hibou,Noctua pronuba,1,common,Noctuidae,"Clear sky, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:2:0068568d852c3e98379d3c2ce029cf25,2,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-30,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:25:00Z,1899-12-31T05:31:00Z,mm,taxusspikkelspanner,Willow Beauty,Boarmie rhomboïdale,Peribatodes rhomboidaria,1,common,Geometridae,"Clear sky, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:2:4051fd43096d9d7a4ccf316ab36432cc,2,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-30,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:25:00Z,1899-12-31T05:31:00Z,mm,gewone spikkelspanner,Small Engrailed,Bi ondulée,Ectropis crepuscularia,1,common,Geometridae,"Clear sky, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:2:973f2163fb6ea84585367692875c52c9,2,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-07-30,"Cyr Mestdagh, Michael Perring, Els Dhiedt",1899-12-31T20:25:00Z,1899-12-31T05:31:00Z,wl,bleke eenstaart,Scalloped Hook tip,Lacertine,Falcaria lacertinaria,1,fairly common,Drepanidae,"Clear sky, Cold",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:3:63e74747ecfad0cf29c4b342a83e69ea,3,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-09-14,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:54:00Z,1899-12-31T06:39:00Z,w,eiken-orvlinder,Oak Lutestring,Cymatophore délayée,Cymatophorina diluta,10,rare,Drepanidae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:3:f7a6b9249ecb6224fcf8a63a7f62495c,3,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-09-14,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:54:00Z,1899-12-31T06:39:00Z,mm,huismoeder,Large Yellow Underwing,Hibou,Noctua pronuba,4,common,Noctuidae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:3:ea97b02d581b34872261ba8db2d9d749,3,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-09-14,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:54:00Z,1899-12-31T06:39:00Z,mo,maansikkeluil,Lunar Underwing,Omphaloscélis à lunule,Agrochola lunosa,5,fairly common,Noctuidae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:3:6869760ccaca20048c2c9bfe3c835a8e,3,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-09-14,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:54:00Z,1899-12-31T06:39:00Z,mm,vierkantvlekuil,Square-spot Rustic,Trimaculée,Xestia xanthographa,5,common,Noctuidae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:3:9c363fbf329ce4c0529ffaa5f4922774,3,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-09-14,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:54:00Z,1899-12-31T06:39:00Z,mo,lieveling,Blood vein,Anguleuse,Timandra comae,1,common,Geometridae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:3:2e79483f00181f16726bf9f42330ba1f,3,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-09-14,"Cyr Mestdagh, Pieter Sanczuk",1899-12-31T18:54:00Z,1899-12-31T06:39:00Z,wl,papegaaitje,Red green Carpet,Cidarie à bandes vertes,Chloroclysta siterata,1,fairly common,Geometridae,Clear sky,,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:4:203d808df597cc2ddd6cfe1732595bf2,4,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-10-11,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T17:53:00Z,1899-12-31T07:23:00Z,mm,bosbesuil,Chestnut,Conistre polie,Conistra vaccinii,1,common,Noctuidae,"Cloudy, Little bit of rain",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:4:c3c9502e4d67148aaaa78d1d036d7258,4,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-10-11,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T17:53:00Z,1899-12-31T07:23:00Z,mm,bruine herfstuil,The Brick,Fauvette,Agrochola circellaris,1,fairly common,Noctuidae,"Cloudy, Little bit of rain",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:4:2e79483f00181f16726bf9f42330ba1f,4,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-10-11,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T17:53:00Z,1899-12-31T07:23:00Z,wl,papegaaitje,Red green Carpet,Cidarie à bandes vertes,Chloroclysta siterata,1,fairly common,Geometridae,"Cloudy, Little bit of rain",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P1:4:fbd4d60c88640db0faf2029eb556f7f7,4,B_HIGH,Closed,BeHiT1,1,BeHiT1P1,50.5767564,5.9394485,2020-10-11,"Cyr Mestdagh, Els Dhiedt, Michael Perring",1899-12-31T17:53:00Z,1899-12-31T07:23:00Z,mm,variabele herfstuil,Beaded Chestnut,Cannelée,Agrochola lychnidis,1,rare,Noctuidae,"Cloudy, Little bit of rain",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:c76bdbc7384b20b0e239d31db7113adb,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mo,gewone worteluil,Heart and Dart,Double-Tache,Agrotis exclamationis,6,common,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:088bb9ed315ed97c72019864cbcc2996,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,wl,rozenblaadje,Rosy Footman,Rosette,Miltochrista miniata,2,common,Erebidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:912b2bf1927ec338045a5f015cf2851e,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,variabele spikkelspanner,Mottled Beauty,Boarmie recourbée,Alcis repandata,12,common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:62d270315bce936e51467470ee77be0f,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,appeltak,Light Emerald,Céladon,Campaea margaritaria,1,common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:0638d2f4f0ce3f46cdac0404ee9b8b28,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,w,grote spikkelspanner,Great Oak Beauty,Boarmie du chêne,Hypomecis roboraria,1,fairly common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:c33fb61c25e0423103210f8294b7a7ad,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,grijze stipspanner,Riband Wave,Impolie,Idaea aversata,7,fairly common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:fbd865ac6d889ff6ba21cab86dfdcd5d,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,dwergstipspanner,Dwarf Cream Wave,Acidalie familière,Idaea fuscovenosa,1,fairly common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:6907edec3d553bb78cf3119222c3685c,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mo,gewone stofuil,The Uncertain,Noctuelle de la morgeline,Hoplodrina octogenaria,10,common,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:f09201360da4d6c2ca263a3bc1d885ae,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,vliervlinder,Swallow-tailed Moth,Phalène du sureau,Ourapteryx sambucaria,1,fairly common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:80c09c2b009408578d0f813af74766ab,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,w,rode dennenspanner,Barred Red,Bilieuse,Hylaea fasciaria,2,fairly common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:0476b89178b343ce784f87dfe79d4c22,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,hagedoornvlinder,Brimstone Moth,Citronnelle rouillée,Opisthograptis luteolata,1,common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:c2815e2a5c30a5372fc499131deb2030,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,driehoekuil,Double Square-spot,Noctuelle de la chélidoine,Xestia triangulum,2,common,Noctuidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:4f6b81e409a8547eaac81b92b0f054a2,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,kleine zomervlinder,Common Emerald,Phalène sillonnée,Hemithea aestivaria,1,common,Geometridae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:6cd8ecc585b7bca2e166a621b996047e,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mm,plat beertje,Common Footman,Lithosie complanule,Eilema lurideola,1,fairly common,Erebidae,"Windy, Cloudy",,,
UGENT:FORMICA_LEPIDOPTERA:BEHIT1P3:1:afbed7be0d60f323064faa20333761aa,1,B_HIGH,Closed,BeHiT1,3,BeHiT1P3,50.5769375,5.9395272,2020-07-01,"Cyr Mestdagh, Pallieter De Smedt, Els Dhiedt",1899-12-31T20:50:00Z,1899-12-31T04:59:00Z,mo,slawortelboorder,Common Swift,Louvette,Pharmacis lupulina,1,fairly common,Hepialidae,"Windy, Cloudy",,,
