type,language,license,rightsHolder,datasetID,institutionCode,datasetName,eventID,parentEventID,eventDate,habitat,samplingProtocol,country,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinateSystem,eventRemarks
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BELOT3P4:2,FORMICA:TRANSECT:BELOT3,2020-08-04,temperate forest,light trapping,Belgium,50.9734077,3.8033575,EPSG:4326,30,WGS84,"Clear sky, Cold, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BELOT3P4:3,FORMICA:TRANSECT:BELOT3,2020-09-10,temperate forest,light trapping,Belgium,50.9734077,3.8033575,EPSG:4326,30,WGS84,"Cloudy, Clear sky at morning"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BELOT3P4:4,FORMICA:TRANSECT:BELOT3,2020-10-21,temperate forest,light trapping,Belgium,50.9734077,3.8033575,EPSG:4326,30,WGS84,"Rain, during the night and mainly in the morning"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BELOT3P5:1,FORMICA:TRANSECT:BELOT3,2020-06-17,temperate forest,light trapping,Belgium,50.9741164,3.8027479,EPSG:4326,30,WGS84,Rain (22:00 - 0:00)
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BELOT3P5:2,FORMICA:TRANSECT:BELOT3,2020-08-04,temperate forest,light trapping,Belgium,50.9741164,3.8027479,EPSG:4326,30,WGS84,"Clear sky, Cold, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BELOT3P5:3,FORMICA:TRANSECT:BELOT3,2020-09-10,temperate forest,light trapping,Belgium,50.9741164,3.8027479,EPSG:4326,30,WGS84,"Cloudy, Clear sky at morning"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BELOT3P5:4,FORMICA:TRANSECT:BELOT3,2020-10-21,temperate forest,light trapping,Belgium,50.9741164,3.8027479,EPSG:4326,30,WGS84,"Rain, during the night and mainly in the morning"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P1:1,FORMICA:TRANSECT:BEMET1,2020-06-22,temperate forest,light trapping,Belgium,50.2283808,5.2833031,EPSG:4326,30,WGS84,Rain
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P1:2,FORMICA:TRANSECT:BEMET1,2020-08-08,temperate forest,light trapping,Belgium,50.2283808,5.2833031,EPSG:4326,30,WGS84,"Clear sky, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P1:3,FORMICA:TRANSECT:BEMET1,2020-09-16,temperate forest,light trapping,Belgium,50.2283808,5.2833031,EPSG:4326,30,WGS84,"Cloudy, Little bit of rain"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P1:4,FORMICA:TRANSECT:BEMET1,2020-10-18,temperate forest,light trapping,Belgium,50.2283808,5.2833031,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P3:1,FORMICA:TRANSECT:BEMET1,2020-06-22,temperate forest,light trapping,Belgium,50.2284368,5.2832457,EPSG:4326,30,WGS84,Rain
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P3:2,FORMICA:TRANSECT:BEMET1,2020-08-08,temperate forest,light trapping,Belgium,50.2284368,5.2832457,EPSG:4326,30,WGS84,"Clear sky, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P3:3,FORMICA:TRANSECT:BEMET1,2020-09-16,temperate forest,light trapping,Belgium,50.2284368,5.2832457,EPSG:4326,30,WGS84,"Cloudy, Little bit of rain"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P3:4,FORMICA:TRANSECT:BEMET1,2020-10-18,temperate forest,light trapping,Belgium,50.2284368,5.2832457,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P4:1,FORMICA:TRANSECT:BEMET1,2020-06-22,temperate forest,light trapping,Belgium,50.2287404,5.283251,EPSG:4326,30,WGS84,Rain
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P4:2,FORMICA:TRANSECT:BEMET1,2020-08-08,temperate forest,light trapping,Belgium,50.2287404,5.283251,EPSG:4326,30,WGS84,"Clear sky, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P4:3,FORMICA:TRANSECT:BEMET1,2020-09-16,temperate forest,light trapping,Belgium,50.2287404,5.283251,EPSG:4326,30,WGS84,"Cloudy, Little bit of rain"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P4:4,FORMICA:TRANSECT:BEMET1,2020-10-18,temperate forest,light trapping,Belgium,50.2287404,5.283251,EPSG:4326,30,WGS84,"Clear sky, Lamp fell out because of enmpty battery, only 4 individuals were still inside, should have been on almost the whole night."
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P5:1,FORMICA:TRANSECT:BEMET1,2020-06-22,temperate forest,light trapping,Belgium,50.2291975,5.2830458,EPSG:4326,30,WGS84,Rain
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P5:2,FORMICA:TRANSECT:BEMET1,2020-08-08,temperate forest,light trapping,Belgium,50.2291975,5.2830458,EPSG:4326,30,WGS84,"Clear sky, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P5:3,FORMICA:TRANSECT:BEMET1,2020-09-16,temperate forest,light trapping,Belgium,50.2291975,5.2830458,EPSG:4326,30,WGS84,"Cloudy, Little bit of rain"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET1P5:4,FORMICA:TRANSECT:BEMET1,2020-10-18,temperate forest,light trapping,Belgium,50.2291975,5.2830458,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P1:1,FORMICA:TRANSECT:BEMET3,2020-06-21,temperate forest,light trapping,Belgium,50.2306984,5.2879426,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P1:2,FORMICA:TRANSECT:BEMET3,2020-08-01,temperate forest,light trapping,Belgium,50.2306984,5.2879426,EPSG:4326,30,WGS84,Rain (4:00 - 4:30)
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P1:3,FORMICA:TRANSECT:BEMET3,2020-09-15,temperate forest,light trapping,Belgium,50.2306984,5.2879426,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P1:4,FORMICA:TRANSECT:BEMET3,2020-10-19,temperate forest,light trapping,Belgium,50.2306984,5.2879426,EPSG:4326,30,WGS84,"Cloudy, Misty, Lamp fell out because of enmpty battery, only 4 individuals were still inside, should have been on almost the whole night."
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P3:1,FORMICA:TRANSECT:BEMET3,2020-06-21,temperate forest,light trapping,Belgium,50.2306929,5.2878152,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P3:2,FORMICA:TRANSECT:BEMET3,2020-08-01,temperate forest,light trapping,Belgium,50.2306929,5.2878152,EPSG:4326,30,WGS84,Rain (4:00 - 4:30)
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P3:3,FORMICA:TRANSECT:BEMET3,2020-09-15,temperate forest,light trapping,Belgium,50.2306929,5.2878152,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P3:4,FORMICA:TRANSECT:BEMET3,2020-10-19,temperate forest,light trapping,Belgium,50.2306929,5.2878152,EPSG:4326,30,WGS84,"Cloudy, Mysty"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P4:1,FORMICA:TRANSECT:BEMET3,2020-06-21,temperate forest,light trapping,Belgium,50.230802,5.2875321,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P4:2,FORMICA:TRANSECT:BEMET3,2020-08-01,temperate forest,light trapping,Belgium,50.230802,5.2875321,EPSG:4326,30,WGS84,Rain (4:00 - 4:30)
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P4:3,FORMICA:TRANSECT:BEMET3,2020-09-15,temperate forest,light trapping,Belgium,50.230802,5.2875321,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P4:4,FORMICA:TRANSECT:BEMET3,2020-10-19,temperate forest,light trapping,Belgium,50.230802,5.2875321,EPSG:4326,30,WGS84,"Cloudy, Mysty"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P5:1,FORMICA:TRANSECT:BEMET3,2020-06-21,temperate forest,light trapping,Belgium,50.2309352,5.2866514,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P5:2,FORMICA:TRANSECT:BEMET3,2020-08-01,temperate forest,light trapping,Belgium,50.2309352,5.2866514,EPSG:4326,30,WGS84,Rain (4:00 - 4:30)
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P5:3,FORMICA:TRANSECT:BEMET3,2020-09-15,temperate forest,light trapping,Belgium,50.2309352,5.2866514,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:BEMET3P5:4,FORMICA:TRANSECT:BEMET3,2020-10-19,temperate forest,light trapping,Belgium,50.2309352,5.2866514,EPSG:4326,30,WGS84,"Cloudy, Mysty"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P1:1,FORMICA:TRANSECT:NFLOT1,2020-06-28,temperate forest,light trapping,France,49.3407423,2.8177097,EPSG:4326,30,WGS84,"Cloudy, dry"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P1:2,FORMICA:TRANSECT:NFLOT1,2020-08-05,temperate forest,light trapping,France,49.3407423,2.8177097,EPSG:4326,30,WGS84,"Clear sky, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P1:3,FORMICA:TRANSECT:NFLOT1,2020-09-07,temperate forest,light trapping,France,49.3407423,2.8177097,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P1:4,FORMICA:TRANSECT:NFLOT1,2020-10-15,temperate forest,light trapping,France,49.3407423,2.8177097,EPSG:4326,30,WGS84,Cloudy
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P3:1,FORMICA:TRANSECT:NFLOT1,2020-06-28,temperate forest,light trapping,France,49.3408102,2.8176708,EPSG:4326,30,WGS84,"Cloudy, dry"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P3:2,FORMICA:TRANSECT:NFLOT1,2020-08-05,temperate forest,light trapping,France,49.3408102,2.8176708,EPSG:4326,30,WGS84,"Clear sky, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P3:3,FORMICA:TRANSECT:NFLOT1,2020-09-07,temperate forest,light trapping,France,49.3408102,2.8176708,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P3:4,FORMICA:TRANSECT:NFLOT1,2020-10-15,temperate forest,light trapping,France,49.3408102,2.8176708,EPSG:4326,30,WGS84,Cloudy
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P4:1,FORMICA:TRANSECT:NFLOT1,2020-06-28,temperate forest,light trapping,France,49.3410337,2.8175835,EPSG:4326,30,WGS84,"Cloudy, dry"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P4:2,FORMICA:TRANSECT:NFLOT1,2020-08-05,temperate forest,light trapping,France,49.3410337,2.8175835,EPSG:4326,30,WGS84,"Clear sky, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P4:3,FORMICA:TRANSECT:NFLOT1,2020-09-07,temperate forest,light trapping,France,49.3410337,2.8175835,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P4:4,FORMICA:TRANSECT:NFLOT1,2020-10-15,temperate forest,light trapping,France,49.3410337,2.8175835,EPSG:4326,30,WGS84,Cloudy
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P5:1,FORMICA:TRANSECT:NFLOT1,2020-06-28,temperate forest,light trapping,France,49.3416401,2.8173745,EPSG:4326,30,WGS84,"Cloudy, dry"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P5:2,FORMICA:TRANSECT:NFLOT1,2020-08-05,temperate forest,light trapping,France,49.3416401,2.8173745,EPSG:4326,30,WGS84,"Clear sky, Full moon"
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P5:3,FORMICA:TRANSECT:NFLOT1,2020-09-07,temperate forest,light trapping,France,49.3416401,2.8173745,EPSG:4326,30,WGS84,Clear sky
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT1P5:4,FORMICA:TRANSECT:NFLOT1,2020-10-16,temperate forest,light trapping,France,49.3416401,2.8173745,EPSG:4326,30,WGS84,Cloudy
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P1:1,FORMICA:TRANSECT:NFLOT2,2020-06-29,temperate forest,light trapping,France,49.3210825,2.9281248,EPSG:4326,30,WGS84,Rain (3:00 - 4:30)
Event,en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,https://doi.org/10.15468/3sckuk,UGent,FORMICA_LEPIDOPTERA - Lepidoptera along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,FORMICA_LEPIDOPTERA:PLOT:NFLOT2P1:2,FORMICA:TRANSECT:NFLOT2,2020-08-06,temperate forest,light trapping,France,49.3210825,2.9281248,EPSG:4326,30,WGS84,"Clear sky, Full moon"
