"","Loc","Type","Spec","Family","Order","Spec_group","lat","lng","date","Sampletime","Det","Stage","Sex","Method"
"576","TW","crtl","Columba palumbus","Columbidae","Columbiformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"577","TW","crtl","Corvus corone","Corvidae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"578","TW","crtl","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"579","TW","crtl","Dendrocopos major","Picidae","Piciformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"580","TW","crtl","Dendrocoptes medius","Picidae","Piciformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"581","TW","crtl","Dendrocopos major","Picidae","Piciformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"582","TW","crtl","Emberiza citrinella","Emberizidae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"583","TW","crtl","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"584","TW","crtl","Muscicapa striata","Muscicapidae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"585","TW","crtl","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"586","TW","crtl","Pica pica","Corvidae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"587","TW","crtl","Picus viridis","Picidae","Piciformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"588","TW","crtl","Prunella modularis","Prunellidae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"589","TW","crtl","Streptopelia decaocto","Columbidae","Columbiformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"590","TW","crtl","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"591","TW","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"592","TW","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"593","TW","tree","Aegithalos caudatus","Aegithalidae","Passeriformes","birds",50.931244,4.916273,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"594","TW","tree","Columba palumbus","Columbidae","Columbiformes","birds",50.931244,4.916273,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"595","TW","tree","Corvus corone","Corvidae","Passeriformes","birds",50.931244,4.916273,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"596","TW","tree","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.931244,4.916273,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"597","TW","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.931244,4.916273,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"598","TW","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.931244,4.916273,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"599","TW","tree","Turdus merula","Turdidae","Passeriformes","birds",50.931244,4.916273,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"600","TW","tree","Turdus philomelos","Turdidae","Passeriformes","birds",50.931244,4.916273,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"601","TW1","crop","Aegithalos caudatus","Aegithalidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"602","TW1","crop","Buteo buteo","Accipitridae","Accipitriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"603","TW1","crop","Certhia brachydactyla","Certhiidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"604","TW1","crop","Columba palumbus","Columbidae","Columbiformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"605","TW1","crop","Corvus corone","Corvidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"606","TW1","crop","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"607","TW1","crop","Dendrocopos major","Picidae","Piciformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"608","TW1","crop","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"609","TW1","crop","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"610","TW1","crop","Garrulus glandarius","Corvidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"611","TW1","crop","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"612","TW1","crop","Pica pica","Corvidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"613","TW1","crop","Prunella modularis","Prunellidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"614","TW1","crop","Streptopelia decaocto","Columbidae","Columbiformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"615","TW1","crop","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"616","TW1","crop","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"617","TW1","crop","Turdus merula","Turdidae","Passeriformes","birds",50.952758,4.725003,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"618","TW1","crtl","Aegithalos caudatus","Aegithalidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"619","TW1","crtl","Coccothraustes coccothraustes","Fringillidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"620","TW1","crtl","Columba palumbus","Columbidae","Columbiformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"621","TW1","crtl","Corvus corone","Corvidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"622","TW1","crtl","Dendrocopos major","Picidae","Piciformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"623","TW1","crtl","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"624","TW1","crtl","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"625","TW1","crtl","Garrulus glandarius","Corvidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"626","TW1","crtl","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"627","TW1","crtl","Pica pica","Corvidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"628","TW1","crtl","Prunella modularis","Prunellidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"629","TW1","crtl","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"630","TW1","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"631","TW1","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.952572,4.724937,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"632","TW1","tree","Aegithalos caudatus","Aegithalidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"633","TW1","tree","Buteo buteo","Accipitridae","Accipitriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"634","TW1","tree","Certhia brachydactyla","Certhiidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"635","TW1","tree","Chloris chloris","Fringillidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"636","TW1","tree","Coccothraustes coccothraustes","Fringillidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"637","TW1","tree","Columba palumbus","Columbidae","Columbiformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"638","TW1","tree","Corvus corone","Corvidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"639","TW1","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"640","TW1","tree","Dendrocopos major","Picidae","Piciformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"641","TW1","tree","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"642","TW1","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"643","TW1","tree","Garrulus glandarius","Corvidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"644","TW1","tree","Parus major","Paridae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"645","TW1","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"646","TW1","tree","Pica pica","Corvidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"647","TW1","tree","Prunella modularis","Prunellidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"648","TW1","tree","Streptopelia decaocto","Columbidae","Columbiformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"649","TW1","tree","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"650","TW1","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"651","TW1","tree","Turdus merula","Turdidae","Passeriformes","birds",50.953194,4.724807,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"652","TW2","crtl","Certhia brachydactyla","Certhiidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"653","TW2","crtl","Columba palumbus","Columbidae","Columbiformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"654","TW2","crtl","Corvus corone","Corvidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"655","TW2","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"656","TW2","crtl","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"657","TW2","crtl","Dendrocopos major","Picidae","Piciformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"658","TW2","crtl","Emberiza citrinella","Emberizidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"659","TW2","crtl","Falco tinnunculus","Falconidae","Falconiformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"660","TW2","crtl","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"661","TW2","crtl","Muscicapa striata","Muscicapidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"662","TW2","crtl","Phoenicurus phoenicurus","Muscicapidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"663","TW2","crtl","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"664","TW2","crtl","Pica pica","Corvidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"665","TW2","crtl","Prunella modularis","Prunellidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"666","TW2","crtl","Streptopelia decaocto","Columbidae","Columbiformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"667","TW2","crtl","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"668","TW2","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"669","TW2","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.93,4.91899,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"670","TW2","tree","Columba palumbus","Columbidae","Columbiformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"671","TW2","tree","Corvus corone","Corvidae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"672","TW2","tree","Coloeus monedula","Corvidae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"673","TW2","tree","Curruca communis","Sylviidae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"674","TW2","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"675","TW2","tree","Dendrocopos major","Picidae","Piciformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"676","TW2","tree","Emberiza citrinella","Emberizidae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"677","TW2","tree","Falco tinnunculus","Falconidae","Falconiformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"678","TW2","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"679","TW2","tree","Muscicapa striata","Muscicapidae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"680","TW2","tree","Parus major","Paridae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"681","TW2","tree","Phasianus colchicus","Phasianidae","Galliformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"682","TW2","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"683","TW2","tree","Pica pica","Corvidae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"684","TW2","tree","Streptopelia decaocto","Columbidae","Columbiformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"685","TW2","tree","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"686","TW2","tree","Turdus merula","Turdidae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"687","TW2","tree","Turdus philomelos","Turdidae","Passeriformes","birds",50.929592,4.919866,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"688","TW3","crtl","Apus apus","Apodidae","Apodiformes","birds",50.927067,4.925451,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"689","TW3","crtl","Corvus corone","Corvidae","Passeriformes","birds",50.927067,4.925451,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"690","TW3","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.927067,4.925451,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"691","TW3","crtl","Delichon urbicum","Hirundinidae","Passeriformes","birds",50.927067,4.925451,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"692","TW3","crtl","Motacilla alba","Motacillidae","Passeriformes","birds",50.927067,4.925451,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"693","TW3","crtl","Motacilla flava","Motacillidae","Passeriformes","birds",50.927067,4.925451,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"694","TW3","crtl","Passer domesticus","Passeridae","Passeriformes","birds",50.927067,4.925451,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"695","TW3","crtl","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.927067,4.925451,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"696","TW3","crtl","Picus viridis","Picidae","Piciformes","birds",50.927067,4.925451,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"697","TW3","crtl","Strix aluco","Strigidae","Strigiformes","birds",50.927067,4.925451,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"698","TW3","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.927067,4.925451,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"699","TW3","tree","Buteo buteo","Accipitridae","Accipitriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"700","TW3","tree","Certhia brachydactyla","Certhiidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"701","TW3","tree","Corvus corone","Corvidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"702","TW3","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"703","TW3","tree","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"704","TW3","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"705","TW3","tree","Muscicapa striata","Muscicapidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"706","TW3","tree","Parus major","Paridae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"707","TW3","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"708","TW3","tree","Picus viridis","Picidae","Piciformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"709","TW3","tree","Prunella modularis","Prunellidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"710","TW3","tree","Sitta europaea","Sittidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"711","TW3","tree","Strix aluco","Strigidae","Strigiformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"712","TW3","tree","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"713","TW3","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"714","TW3","tree","Turdus merula","Turdidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"715","TW3","tree","Turdus philomelos","Turdidae","Passeriformes","birds",50.926302,4.92707,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"716","Zo","crop","Ardea cinerea","Ardeidae","Pelecaniformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"717","Zo","crop","Athene noctua","Strigidae","Strigiformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"718","Zo","crop","Corvus corone","Corvidae","Passeriformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"719","Zo","crop","Coloeus monedula","Corvidae","Passeriformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"720","Zo","crop","Coturnix coturnix","Phasianidae","Galliformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"721","Zo","crop","Cuculus canorus","Cuculidae","Cuculiformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"722","Zo","crop","Curruca communis","Sylviidae","Passeriformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"723","Zo","crop","Dendrocopos major","Picidae","Piciformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"724","Zo","crop","Dendrocopos major","Picidae","Piciformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"725","Zo","crop","Fringilla coelebs","Fringillidae","Passeriformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"726","Zo","crop","Gallinula chloropus","Rallidae","Gruiformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"727","Zo","crop","Haematopus ostralegus","Haematopodidae","Charadriiformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"728","Zo","crop","Hirundo rustica","Hirundinidae","Passeriformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"729","Zo","crop","Luscinia svecica","Muscicapidae","Passeriformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"730","Zo","crop","Motacilla flava","Motacillidae","Passeriformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"731","Zo","crop","Parus major","Paridae","Passeriformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"732","Zo","crop","Phoenicurus ochruros","Muscicapidae","Passeriformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"733","Zo","crop","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"734","Zo","crop","Turdus merula","Turdidae","Passeriformes","birds",51.106331,3.55805,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"735","Zo","crtl","Ardea cinerea","Ardeidae","Pelecaniformes","birds",51.106567,3.557371,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"736","Zo","crtl","Coturnix coturnix","Phasianidae","Galliformes","birds",51.106567,3.557371,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"737","Zo","crtl","Gallinula chloropus","Rallidae","Gruiformes","birds",51.106567,3.557371,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
