"","Loc","Type","Spec","Family","Order","Spec_group","lat","lng","date","Sampletime","Det","Stage","Sex","Method"
"414","Me1","tree","Fulica atra","Rallidae","Gruiformes","birds",50.992008,3.820138,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"415","Me1","tree","Muscicapa striata","Muscicapidae","Passeriformes","birds",50.992008,3.820138,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"416","Me1","tree","Parus major","Paridae","Passeriformes","birds",50.992008,3.820138,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"417","Me1","tree","Prunella modularis","Prunellidae","Passeriformes","birds",50.992008,3.820138,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"418","Me1","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.992008,3.820138,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"419","Me1","tree","Turdus merula","Turdidae","Passeriformes","birds",50.992008,3.820138,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"420","Me2","crtl","Chloris chloris","Fringillidae","Passeriformes","birds",50.988483,3.808303,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"421","Me2","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.988483,3.808303,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"422","Me2","crtl","Curruca communis","Sylviidae","Passeriformes","birds",50.988483,3.808303,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"423","Me2","crtl","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.988483,3.808303,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"424","Me2","crtl","Hirundo rustica","Hirundinidae","Passeriformes","birds",50.988483,3.808303,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"425","Me2","crtl","Motacilla alba","Motacillidae","Passeriformes","birds",50.988483,3.808303,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"426","Me2","crtl","Passer domesticus","Passeridae","Passeriformes","birds",50.988483,3.808303,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"427","Me2","crtl","Pica pica","Corvidae","Passeriformes","birds",50.988483,3.808303,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"428","Me2","crtl","Prunella modularis","Prunellidae","Passeriformes","birds",50.988483,3.808303,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"429","Me2","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.988483,3.808303,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"430","Me2","tree","Chloris chloris","Fringillidae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"431","Me2","tree","Corvus corone","Corvidae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"432","Me2","tree","Coloeus monedula","Corvidae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"433","Me2","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"434","Me2","tree","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"435","Me2","tree","Hirundo rustica","Hirundinidae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"436","Me2","tree","Motacilla alba","Motacillidae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"437","Me2","tree","Parus major","Paridae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"438","Me2","tree","Passer domesticus","Passeridae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"439","Me2","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"440","Me2","tree","Pica pica","Corvidae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"441","Me2","tree","Prunella modularis","Prunellidae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"442","Me2","tree","Regulus regulus","Regulidae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"443","Me2","tree","Streptopelia decaocto","Columbidae","Columbiformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"444","Me2","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.988411,3.808989,2023-05-24,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"445","Oz","crop","Chloris chloris","Fringillidae","Passeriformes","birds",50.930752,3.833002,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"446","Oz","crop","Corvus corone","Corvidae","Passeriformes","birds",50.930752,3.833002,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"447","Oz","crop","Corvus frugilegus","Corvidae","Passeriformes","birds",50.930752,3.833002,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"448","Oz","crop","Coloeus monedula","Corvidae","Passeriformes","birds",50.930752,3.833002,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"449","Oz","crop","Coturnix coturnix","Phasianidae","Galliformes","birds",50.930752,3.833002,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"450","Oz","crop","Hirundo rustica","Hirundinidae","Passeriformes","birds",50.930752,3.833002,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"451","Oz","crop","Motacilla alba","Motacillidae","Passeriformes","birds",50.930752,3.833002,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"452","Oz","crop","Phasianus colchicus","Phasianidae","Galliformes","birds",50.930752,3.833002,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"453","Oz","crop","Sturnus vulgaris","Sturnidae","Passeriformes","birds",50.930752,3.833002,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"454","Oz","crop","Turdus merula","Turdidae","Passeriformes","birds",50.930752,3.833002,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"455","Oz","crop","Vanellus vanellus","Charadriidae","Charadriiformes","birds",50.930752,3.833002,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"456","Oz","crtl","Chloris chloris","Fringillidae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"457","Oz","crtl","Corvus corone","Corvidae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"458","Oz","crtl","Corvus frugilegus","Corvidae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"459","Oz","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"460","Oz","crtl","Coturnix coturnix","Phasianidae","Galliformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"461","Oz","crtl","Hirundo rustica","Hirundinidae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"462","Oz","crtl","Motacilla alba","Motacillidae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"463","Oz","crtl","Motacilla flava","Motacillidae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"464","Oz","crtl","Passer domesticus","Passeridae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"465","Oz","crtl","Phasianus colchicus","Phasianidae","Galliformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"466","Oz","crtl","Strix aluco","Strigidae","Strigiformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"467","Oz","crtl","Sturnus vulgaris","Sturnidae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"468","Oz","crtl","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"469","Oz","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"470","Oz","crtl","Turdus philomelos","Turdidae","Passeriformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"471","Oz","crtl","Vanellus vanellus","Charadriidae","Charadriiformes","birds",50.930698,3.833295,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"472","Oz","tree","Corvus corone","Corvidae","Passeriformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"473","Oz","tree","Corvus frugilegus","Corvidae","Passeriformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"474","Oz","tree","Coloeus monedula","Corvidae","Passeriformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"475","Oz","tree","Coturnix coturnix","Phasianidae","Galliformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"476","Oz","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"477","Oz","tree","Falco tinnunculus","Falconidae","Falconiformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"478","Oz","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"479","Oz","tree","Hirundo rustica","Hirundinidae","Passeriformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"480","Oz","tree","Motacilla alba","Motacillidae","Passeriformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"481","Oz","tree","Numenius phaeopus","Scolopacidae","Charadriiformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"482","Oz","tree","Parus major","Paridae","Passeriformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"483","Oz","tree","Passer domesticus","Passeridae","Passeriformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"484","Oz","tree","Perdix perdix","Phasianidae","Galliformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"485","Oz","tree","Phasianus colchicus","Phasianidae","Galliformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"486","Oz","tree","Streptopelia decaocto","Columbidae","Columbiformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"487","Oz","tree","Strix aluco","Strigidae","Strigiformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"488","Oz","tree","Sturnus vulgaris","Sturnidae","Passeriformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"489","Oz","tree","Turdus merula","Turdidae","Passeriformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"490","Oz","tree","Vanellus vanellus","Charadriidae","Charadriiformes","birds",50.930286,3.833097,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"491","PL","crop","Garrulus glandarius","Corvidae","Passeriformes","birds",50.759422,4.036237,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"492","PL","crop","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.759422,4.036237,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"493","PL","crop","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.759422,4.036237,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"494","PL","crop","Turdus merula","Turdidae","Passeriformes","birds",50.759422,4.036237,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"495","PL","crop","Turdus philomelos","Turdidae","Passeriformes","birds",50.759422,4.036237,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"496","PL","crtl","Buteo buteo","Accipitridae","Accipitriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"497","PL","crtl","Certhia brachydactyla","Certhiidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"498","PL","crtl","Chloris chloris","Fringillidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"499","PL","crtl","Columba oenas","Columbidae","Columbiformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"500","PL","crtl","Columba palumbus","Columbidae","Columbiformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"501","PL","crtl","Corvus corone","Corvidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"502","PL","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"503","PL","crtl","Curruca communis","Sylviidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"504","PL","crtl","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"505","PL","crtl","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"506","PL","crtl","Falco tinnunculus","Falconidae","Falconiformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"507","PL","crtl","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"508","PL","crtl","Garrulus glandarius","Corvidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"509","PL","crtl","Muscicapa striata","Muscicapidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"510","PL","crtl","Parus major","Paridae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"511","PL","crtl","Phasianus colchicus","Phasianidae","Galliformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"512","PL","crtl","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"513","PL","crtl","Prunella modularis","Prunellidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"514","PL","crtl","Strix aluco","Strigidae","Strigiformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"515","PL","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"516","PL","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"517","PL","crtl","Turdus philomelos","Turdidae","Passeriformes","birds",50.75819,4.03304,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"518","PL","tree","Aegithalos caudatus","Aegithalidae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"519","PL","tree","Certhia brachydactyla","Certhiidae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"520","PL","tree","Columba palumbus","Columbidae","Columbiformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"521","PL","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"522","PL","tree","Dendrocopos major","Picidae","Piciformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"523","PL","tree","Dryobates minor","Picidae","Piciformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"524","PL","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"525","PL","tree","Parus major","Paridae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"526","PL","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"527","PL","tree","Prunella modularis","Prunellidae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"528","PL","tree","Remiz pendulinus","Remizidae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"529","PL","tree","Strix aluco","Strigidae","Strigiformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"530","PL","tree","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"531","PL","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"532","PL","tree","Turdus merula","Turdidae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"533","PL","tree","Turdus philomelos","Turdidae","Passeriformes","birds",50.760017,4.03697,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"534","Ti1","crtl","Ardea cinerea","Ardeidae","Pelecaniformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"535","Ti1","crtl","Chloris chloris","Fringillidae","Passeriformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"536","Ti1","crtl","Columba palumbus","Columbidae","Columbiformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"537","Ti1","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"538","Ti1","crtl","Cyanistes caeruleus","Paridae","Passeriformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"539","Ti1","crtl","Dendrocopos major","Picidae","Piciformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"540","Ti1","crtl","Fringilla coelebs","Fringillidae","Passeriformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"541","Ti1","crtl","Hirundo rustica","Hirundinidae","Passeriformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"542","Ti1","crtl","Parus major","Paridae","Passeriformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"543","Ti1","crtl","Prunella modularis","Prunellidae","Passeriformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"544","Ti1","crtl","Sitta europaea","Sittidae","Passeriformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"545","Ti1","crtl","Streptopelia decaocto","Columbidae","Columbiformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"546","Ti1","crtl","Strix aluco","Strigidae","Strigiformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"547","Ti1","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"548","Ti1","crtl","Turdus merula","Turdidae","Passeriformes","birds",51.014877,3.473279,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"549","Ti1","tree","Corvus corone","Corvidae","Passeriformes","birds",51.017292,3.472148,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"550","Ti1","tree","Coloeus monedula","Corvidae","Passeriformes","birds",51.017292,3.472148,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"551","Ti1","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",51.017292,3.472148,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"552","Ti1","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",51.017292,3.472148,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"553","Ti1","tree","Motacilla alba","Motacillidae","Passeriformes","birds",51.017292,3.472148,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"554","Ti1","tree","Parus major","Paridae","Passeriformes","birds",51.017292,3.472148,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"555","Ti1","tree","Perdix perdix","Phasianidae","Galliformes","birds",51.017292,3.472148,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"556","Ti1","tree","Phoenicurus ochruros","Muscicapidae","Passeriformes","birds",51.017292,3.472148,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"557","Ti1","tree","Prunella modularis","Prunellidae","Passeriformes","birds",51.017292,3.472148,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"558","Ti1","tree","Streptopelia decaocto","Columbidae","Columbiformes","birds",51.017292,3.472148,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"559","Ti1","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",51.017292,3.472148,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"560","TW","crop","Aegithalos caudatus","Aegithalidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"561","TW","crop","Apus apus","Apodidae","Apodiformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"562","TW","crop","Certhia brachydactyla","Certhiidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"563","TW","crop","Corvus corone","Corvidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"564","TW","crop","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"565","TW","crop","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"566","TW","crop","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"567","TW","crop","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"568","TW","crop","Prunella modularis","Prunellidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"569","TW","crop","Regulus regulus","Regulidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"570","TW","crop","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"571","TW","crop","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"572","TW","crop","Turdus merula","Turdidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"573","TW","crop","Turdus philomelos","Turdidae","Passeriformes","birds",50.930634,4.915771,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"574","TW","crtl","Athene noctua","Strigidae","Strigiformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"575","TW","crtl","Certhia brachydactyla","Certhiidae","Passeriformes","birds",50.92865,4.919942,2023-06-28,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
