"Loc","Type","Spec","TAG","date","Family","Order","lat","lng","Spec_group","Stage","Sex","Det","Number","Method"
"Me2","tree","Galium aparine","Me2_tree",2023-05-23,"Rubiaceae","Gentianales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","tree","Geranium dissectum","Me2_tree",2023-05-23,"Geraniaceae","Geraniales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me2","tree","Holcus lanatus","Me2_tree",2023-05-23,"Poaceae","Poales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me2","tree","Hypericum tetrapterum","Me2_tree",2023-05-23,"Hypericaceae","Malpighiales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","tree","Lapsana communis","Me2_tree",2023-05-23,"Asteraceae","Asterales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","tree","Myosotis arvensis","Me2_tree",2023-05-23,"Boraginaceae","Boraginales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me2","tree","Papaver dubium","Me2_tree",2023-05-23,"Papaveraceae","Ranunculales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","tree","Plantago lanceolata","Me2_tree",2023-05-23,"Plantaginaceae","Lamiales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me2","tree","Poa trivialis","Me2_tree",2023-05-23,"Poaceae","Poales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Me2","tree","Ranunculus acris","Me2_tree",2023-05-23,"Ranunculaceae","Ranunculales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me2","tree","Symphytum officinale","Me2_tree",2023-05-23,"Boraginaceae","Boraginales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me2","tree","Trifolium dubium","Me2_tree",2023-05-23,"Fabaceae","Fabales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me2","tree","Tripleurospermum maritimum","Me2_tree",2023-05-23,"Asteraceae","Asterales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","tree","Urtica dioica","Me2_tree",2023-05-23,"Urticaceae","Rosales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","tree","Veronica hederifolia","Me2_tree",2023-05-23,"Plantaginaceae","Lamiales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me2","tree","Vicia hirsuta","Me2_tree",2023-05-23,"Fabaceae","Fabales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Me2","tree","Vicia sativa","Me2_tree",2023-05-23,"Fabaceae","Fabales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Oz","crop","Arrhenatherum elatius","Oz_crop",2023-05-23,"Poaceae","Poales",50.930752,3.833002,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Oz","crop","Sonchus oleraceus","Oz_crop",2023-05-23,"Asteraceae","Asterales",50.930752,3.833002,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Oz","crop","Stellaria media","Oz_crop",2023-05-23,"Caryophyllaceae","Caryophyllales",50.930752,3.833002,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Oz","crop","Taraxacum officinale s.l. (incl. all sec.)","Oz_crop",2023-05-23,"Asteraceae","Asterales",50.930752,3.833002,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Oz","crop","Trifolium repens","Oz_crop",2023-05-23,"Fabaceae","Fabales",50.930752,3.833002,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Oz","crop","Tripleurospermum maritimum","Oz_crop",2023-05-23,"Asteraceae","Asterales",50.930752,3.833002,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Oz","crop","x Triticale","Oz_crop",2023-05-23,"Poaceae","Poales",50.930752,3.833002,"plants","Ad","","Jari Vandendendriessche",95,"10m² quadrat"
"Oz","crtl","Aethusa cynapium","Oz_crtl",2023-05-23,"Apiaceae","Apiales",50.930698,3.833295,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Oz","crtl","Alcea rosea","Oz_crtl",2023-05-23,"Malvaceae","Malvales",50.930698,3.833295,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Oz","crtl","Arrhenatherum elatius","Oz_crtl",2023-05-23,"Poaceae","Poales",50.930698,3.833295,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Oz","crtl","Capsella bursa-pastoris","Oz_crtl",2023-05-23,"Brassicaceae","Brassicales",50.930698,3.833295,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Oz","crtl","Cirsium arvense","Oz_crtl",2023-05-23,"Asteraceae","Asterales",50.930698,3.833295,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Oz","crtl","Holcus lanatus","Oz_crtl",2023-05-23,"Poaceae","Poales",50.930698,3.833295,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Oz","crtl","Lamium purpureum","Oz_crtl",2023-05-23,"Lamiaceae","Lamiales",50.930698,3.833295,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Oz","crtl","Rumex obtusifolius","Oz_crtl",2023-05-23,"Polygonaceae","Caryophyllales",50.930698,3.833295,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Oz","crtl","Sonchus asper","Oz_crtl",2023-05-23,"Asteraceae","Asterales",50.930698,3.833295,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Oz","crtl","Stellaria media","Oz_crtl",2023-05-23,"Caryophyllaceae","Caryophyllales",50.930698,3.833295,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat"
"Oz","crtl","Veronica persica","Oz_crtl",2023-05-23,"Plantaginaceae","Lamiales",50.930698,3.833295,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Oz","tree","Alopecurus geniculatus","Oz_tree",2023-05-23,"Poaceae","Poales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Oz","tree","Anisantha sterilis","Oz_tree",2023-05-23,"Poaceae","Poales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Oz","tree","Arrhenatherum elatius","Oz_tree",2023-05-23,"Poaceae","Poales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Oz","tree","Cirsium arvense","Oz_tree",2023-05-23,"Asteraceae","Asterales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Oz","tree","Geranium dissectum","Oz_tree",2023-05-23,"Geraniaceae","Geraniales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Oz","tree","Holcus lanatus","Oz_tree",2023-05-23,"Poaceae","Poales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Oz","tree","Hordeum vulgare","Oz_tree",2023-05-23,"Poaceae","Poales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Oz","tree","Lamium album","Oz_tree",2023-05-23,"Lamiaceae","Lamiales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Oz","tree","Lamium purpureum","Oz_tree",2023-05-23,"Lamiaceae","Lamiales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Oz","tree","Plantago major","Oz_tree",2023-05-23,"Plantaginaceae","Lamiales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Oz","tree","Poa trivialis","Oz_tree",2023-05-23,"Poaceae","Poales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Oz","tree","Ranunculus repens","Oz_tree",2023-05-23,"Ranunculaceae","Ranunculales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Oz","tree","Rumex obtusifolius","Oz_tree",2023-05-23,"Polygonaceae","Caryophyllales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Oz","tree","Salix alba","Oz_tree",2023-05-23,"Salicaceae","Malpighiales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"Oz","tree","Stellaria media","Oz_tree",2023-05-23,"Caryophyllaceae","Caryophyllales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Oz","tree","Symphytum officinale","Oz_tree",2023-05-23,"Boraginaceae","Boraginales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Oz","tree","Trifolium repens","Oz_tree",2023-05-23,"Fabaceae","Fabales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Oz","tree","Tripleurospermum maritimum","Oz_tree",2023-05-23,"Asteraceae","Asterales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Oz","tree","Urtica dioica","Oz_tree",2023-05-23,"Urticaceae","Rosales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Oz","tree","Vicia sativa","Oz_tree",2023-05-23,"Fabaceae","Fabales",50.930286,3.833097,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"PL","crop","Chenopodium album","PL_crop",2023-06-14,"Amaranthaceae","Caryophyllales",50.759422,4.036237,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","crop","Cirsium arvense","PL_crop",2023-06-14,"Asteraceae","Asterales",50.759422,4.036237,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"PL","crop","Galium aparine","PL_crop",2023-06-14,"Rubiaceae","Gentianales",50.759422,4.036237,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","crop","Hordeum vulgare","PL_crop",2023-06-14,"Poaceae","Poales",50.759422,4.036237,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"PL","crop","Triticum aestivum","PL_crop",2023-06-14,"Poaceae","Poales",50.759422,4.036237,"plants","Ad","","Jari Vandendendriessche",85,"10m² quadrat"
"PL","crtl","Anisantha sterilis","PL_crtl",2023-06-14,"Poaceae","Poales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"PL","crtl","Anthriscus sylvestris","PL_crtl",2023-06-14,"Apiaceae","Apiales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","crtl","Crepis capillaris","PL_crtl",2023-06-14,"Asteraceae","Asterales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","crtl","Dactylis glomerata","PL_crtl",2023-06-14,"Poaceae","Poales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"PL","crtl","Equisetum arvense","PL_crtl",2023-06-14,"Equisetaceae","Equisetales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"PL","crtl","Galium aparine","PL_crtl",2023-06-14,"Rubiaceae","Gentianales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"PL","crtl","Geranium dissectum","PL_crtl",2023-06-14,"Geraniaceae","Geraniales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"PL","crtl","Geranium molle","PL_crtl",2023-06-14,"Geraniaceae","Geraniales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","crtl","Heracleum sphondylium","PL_crtl",2023-06-14,"Apiaceae","Apiales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"PL","crtl","Lapsana communis","PL_crtl",2023-06-14,"Asteraceae","Asterales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"PL","crtl","Lolium multiflorum","PL_crtl",2023-06-14,"Poaceae","Poales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"PL","crtl","Lolium perenne","PL_crtl",2023-06-14,"Poaceae","Poales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat"
"PL","crtl","Matricaria chamomilla","PL_crtl",2023-06-14,"Asteraceae","Asterales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"PL","crtl","Myosotis arvensis","PL_crtl",2023-06-14,"Boraginaceae","Boraginales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"PL","crtl","Papaver rhoeas","PL_crtl",2023-06-14,"Papaveraceae","Ranunculales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","crtl","Plantago major","PL_crtl",2023-06-14,"Plantaginaceae","Lamiales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","crtl","Poa annua","PL_crtl",2023-06-14,"Poaceae","Poales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"PL","crtl","Poa trivialis","PL_crtl",2023-06-14,"Poaceae","Poales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"PL","crtl","Polygonum aviculare","PL_crtl",2023-06-14,"Polygonaceae","Caryophyllales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","crtl","Senecio vulgaris","PL_crtl",2023-06-14,"Asteraceae","Asterales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","crtl","Sonchus asper","PL_crtl",2023-06-14,"Asteraceae","Asterales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","crtl","Triticum aestivum","PL_crtl",2023-06-14,"Poaceae","Poales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"PL","crtl","Urtica dioica","PL_crtl",2023-06-14,"Urticaceae","Rosales",50.75819,4.03304,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"PL","tree","Anisantha sterilis","PL_tree",2023-06-14,"Poaceae","Poales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"PL","tree","Cerastium fontanum","PL_tree",2023-06-14,"Caryophyllaceae","Caryophyllales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","tree","Dactylis glomerata","PL_tree",2023-06-14,"Poaceae","Poales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"PL","tree","Galium aparine","PL_tree",2023-06-14,"Rubiaceae","Gentianales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","tree","Geranium dissectum","PL_tree",2023-06-14,"Geraniaceae","Geraniales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"PL","tree","Holcus lanatus","PL_tree",2023-06-14,"Poaceae","Poales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"PL","tree","Juglans regia","PL_tree",2023-06-14,"Juglandaceae","Fagales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",86,"10m² quadrat"
"PL","tree","Lolium multiflorum","PL_tree",2023-06-14,"Poaceae","Poales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","tree","Lolium perenne","PL_tree",2023-06-14,"Poaceae","Poales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"PL","tree","Myosotis arvensis","PL_tree",2023-06-14,"Boraginaceae","Boraginales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","tree","Phleum pratense","PL_tree",2023-06-14,"Poaceae","Poales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"PL","tree","Poa trivialis","PL_tree",2023-06-14,"Poaceae","Poales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"PL","tree","Sonchus oleraceus","PL_tree",2023-06-14,"Asteraceae","Asterales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"PL","tree","Trifolium repens","PL_tree",2023-06-14,"Fabaceae","Fabales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"PL","tree","Veronica hederifolia","PL_tree",2023-06-14,"Plantaginaceae","Lamiales",50.760017,4.03697,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW","crop","Hordeum vulgare","TW_crop",2023-06-28,"Poaceae","Poales",50.930634,4.915771,"plants","Ad","","Jari Vandendendriessche",95,"10m² quadrat"
"TW","crtl","Achillea millefolium","TW_crtl",2023-06-28,"Asteraceae","Asterales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"TW","crtl","Anisantha sterilis","TW_crtl",2023-06-28,"Poaceae","Poales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW","crtl","Arrhenatherum elatius","TW_crtl",2023-06-28,"Poaceae","Poales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"TW","crtl","Bromus hordeaceus","TW_crtl",2023-06-28,"Poaceae","Poales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",75,"10m² quadrat"
"TW","crtl","Equisetum arvense","TW_crtl",2023-06-28,"Equisetaceae","Equisetales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW","crtl","Holcus lanatus","TW_crtl",2023-06-28,"Poaceae","Poales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"TW","crtl","Lapsana communis","TW_crtl",2023-06-28,"Asteraceae","Asterales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW","crtl","Matricaria chamomilla","TW_crtl",2023-06-28,"Asteraceae","Asterales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW","crtl","Poa trivialis","TW_crtl",2023-06-28,"Poaceae","Poales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"TW","crtl","Polygonum aviculare","TW_crtl",2023-06-28,"Polygonaceae","Caryophyllales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW","crtl","Ranunculus repens","TW_crtl",2023-06-28,"Ranunculaceae","Ranunculales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW","crtl","Trifolium repens","TW_crtl",2023-06-28,"Fabaceae","Fabales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW","crtl","Triticum aestivum","TW_crtl",2023-06-28,"Poaceae","Poales",50.92865,4.919942,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW","tree","Alliaria petiolata","TW_tree",2023-06-28,"Brassicaceae","Brassicales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW","tree","Anisantha sterilis","TW_tree",2023-06-28,"Poaceae","Poales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"TW","tree","Bryonia dioica","TW_tree",2023-06-28,"Cucurbitaceae","Cucurbitales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW","tree","Carpinus betulus","TW_tree",2023-06-28,"Betulaceae","Fagales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",65,"10m² quadrat"
"TW","tree","Elymus repens","TW_tree",2023-06-28,"Poaceae","Poales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat"
"TW","tree","Geranium robertianum","TW_tree",2023-06-28,"Geraniaceae","Geraniales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW","tree","Hedera helix","TW_tree",2023-06-28,"Araliaceae","Apiales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW","tree","Lapsana communis","TW_tree",2023-06-28,"Asteraceae","Asterales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW","tree","Prunus avium","TW_tree",2023-06-28,"Rosaceae","Rosales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW","tree","Prunus spinosa","TW_tree",2023-06-28,"Rosaceae","Rosales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"TW","tree","Quercus robur","TW_tree",2023-06-28,"Fagaceae","Fagales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",46,"10m² quadrat"
"TW","tree","Rubus Sec. Rubus","TW_tree",2023-06-28,"Rosaceae","Rosales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW","tree","Sambucus nigra","TW_tree",2023-06-28,"Viburnaceae","Dipsacales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW","tree","Tilia cordata","TW_tree",2023-06-28,"Malvaceae","Malvales",50.931244,4.916273,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"TW1","crop","Cerastium glomeratum","TW1_crop",2023-06-28,"Caryophyllaceae","Caryophyllales",50.952758,4.725003,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW1","crop","Triticum aestivum","TW1_crop",2023-06-28,"Poaceae","Poales",50.952758,4.725003,"plants","Ad","","Jari Vandendendriessche",95,"10m² quadrat"
"TW1","crtl","Chenopodium album","TW1_crtl",2023-06-28,"Amaranthaceae","Caryophyllales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW1","crtl","Convolvulus sepium","TW1_crtl",2023-06-28,"Convolvulaceae","Solanales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW1","crtl","Elymus repens","TW1_crtl",2023-06-28,"Poaceae","Poales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"TW1","crtl","Equisetum arvense","TW1_crtl",2023-06-28,"Equisetaceae","Equisetales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW1","crtl","Galium aparine","TW1_crtl",2023-06-28,"Rubiaceae","Gentianales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW1","crtl","Plantago major","TW1_crtl",2023-06-28,"Plantaginaceae","Lamiales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW1","crtl","Poa annua","TW1_crtl",2023-06-28,"Poaceae","Poales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW1","crtl","Poa trivialis","TW1_crtl",2023-06-28,"Poaceae","Poales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"TW1","crtl","Polygonum aviculare","TW1_crtl",2023-06-28,"Polygonaceae","Caryophyllales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"TW1","crtl","Quercus robur","TW1_crtl",2023-06-28,"Fagaceae","Fagales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW1","crtl","Solanum tuberosum","TW1_crtl",2023-06-28,"Solanaceae","Solanales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW1","crtl","Taraxacum officinale s.l. (incl. all sec.)","TW1_crtl",2023-06-28,"Asteraceae","Asterales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW1","crtl","Urtica dioica","TW1_crtl",2023-06-28,"Urticaceae","Rosales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"TW1","crtl","Viola arvensis","TW1_crtl",2023-06-28,"Violaceae","Malpighiales",50.952572,4.724937,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW1","tree","Aethusa cynapium","TW1_tree",2023-06-28,"Apiaceae","Apiales",50.953194,4.724807,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW1","tree","Betula pendula","TW1_tree",2023-06-28,"Betulaceae","Fagales",50.953194,4.724807,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW1","tree","Galium aparine","TW1_tree",2023-06-28,"Rubiaceae","Gentianales",50.953194,4.724807,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW1","tree","Geranium robertianum","TW1_tree",2023-06-28,"Geraniaceae","Geraniales",50.953194,4.724807,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"TW1","tree","Holcus lanatus","TW1_tree",2023-06-28,"Poaceae","Poales",50.953194,4.724807,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"TW1","tree","Juncus effusus","TW1_tree",2023-06-28,"Juncaceae","Poales",50.953194,4.724807,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"TW1","tree","Lapsana communis","TW1_tree",2023-06-28,"Asteraceae","Asterales",50.953194,4.724807,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW1","tree","Prunus serotina","TW1_tree",2023-06-28,"Rosaceae","Rosales",50.953194,4.724807,"plants","Ad","","Jari Vandendendriessche",82,"10m² quadrat"
"TW1","tree","Quercus robur","TW1_tree",2023-06-28,"Fagaceae","Fagales",50.953194,4.724807,"plants","Ad","","Jari Vandendendriessche",33,"10m² quadrat"
"TW1","tree","Rubus Sec. Rubus","TW1_tree",2023-06-28,"Rosaceae","Rosales",50.953194,4.724807,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"TW1","tree","Sorbus aucuparia","TW1_tree",2023-06-28,"Rosaceae","Rosales",50.953194,4.724807,"plants","Ad","","Jari Vandendendriessche",16,"10m² quadrat"
"TW2","crtl","Corylus avellana","TW2_crtl",2023-06-28,"Betulaceae","Fagales",50.93,4.91899,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"TW2","crtl","Dryopteris dilatata","TW2_crtl",2023-06-28,"Dryopteridaceae","Polypodiales",50.93,4.91899,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW2","crtl","Elymus repens","TW2_crtl",2023-06-28,"Poaceae","Poales",50.93,4.91899,"plants","Ad","","Jari Vandendendriessche",65,"10m² quadrat"
"TW2","crtl","Galium aparine","TW2_crtl",2023-06-28,"Rubiaceae","Gentianales",50.93,4.91899,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW2","crtl","Hedera helix","TW2_crtl",2023-06-28,"Araliaceae","Apiales",50.93,4.91899,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"TW2","crtl","Poa trivialis","TW2_crtl",2023-06-28,"Poaceae","Poales",50.93,4.91899,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
